カラーコード, 読み, 漢字, (空行はつくらないこと)
#165e83, あいいろ, 藍色
#555647, あいこびちゃ, 藍媚茶
#ebf6f7, あいじろ, 藍白
#474a4d, あいすみちゃ, 藍墨茶
#393f4c, あいてつ, 藍鉄
#6c848d, あいねず, 藍鼠
#56564b, あいみるちゃ, 藍海松茶
#0095d9, あお, 青
#393e4f, あおかち, 青褐
#ada250, あおくちば, 青朽葉
#9ba88d, あおしろつるばみ, 青白橡
#7ebeab, あおたけいろ, 青竹色
#99ab4e, あおに, 青丹
#6b7b6e, あおにび, 青鈍
#84a2d4, あおふじいろ, 青藤色
#00a497, あおみどり, 青緑
#674598, あおむらさき, 青紫
#FF0000, あか, 赤
#db8449, あかくちばいろ, 赤朽葉色
#f6b894, あかこう, 赤香
#8a3319, あかさびいろ, 赤錆色
#d7a98c, あかしろつるばみ, 赤白橡
#3f312b, あかすみ, 赤墨
#ea5506, あかだいだい, 赤橙
#bb5535, あかちゃ, 赤茶
#d3cfd9, あかつきねず, 暁鼠
#ce5242, あかに, 赤丹
#b7282e, あかねいろ, 茜色
#c53d43, あかべに, 赤紅
#eb6ea5, あかむらさき, 赤紫
#9e9478, あくいろ, 灰汁色
#ba2636, あけ, 朱/緋
#f19072, あけぼのいろ, 曙色
#00a3af, あさぎいろ, 浅葱色
#a25768, あさすおう, 浅蘇芳
#84b9cb, あさはなだ, 浅縹
#88cb7f, あさみどり, 浅緑
#c4a3bf, あさむらさき, 浅紫
#96514d, あずきいろ, 小豆色
#a19361, あぶらいろ, 油色
#d6c6af, あまいろ, 亜麻色
#2ca9e1, あまいろ, 天色
#deb068, あめいろ, 飴色
#cc7eb1, あやめいろ, 菖蒲色
#f2c9ac, あらいがき, 洗柿
#d0826c, あらいしゅ, 洗朱
#d69090, あらぞめ, 退紅
#bbc8e6, あわふじいろ, 淡藤色
#e6cde3, あわべにふじ, 淡紅藤
#74325c, あんこうしょく, 暗紅色
#16160e, あんこくしょく, 暗黒色
#f7b977, あんずいろ, 杏色
#f5b199, いっこんぞめ, 一斤染
#d0576b, いまよういろ, 今様色
#6b6f59, いわいちゃ, 岩井茶
#928c36, うぐいすいろ, 鶯色
#715c1f, うぐいすちゃ, 鶯茶
#fabf14, うこんいろ, 鬱金色
#0094c8, うすあい, 薄藍
#93b69c, うすあお, 薄青
#a89dac, うすいろ, 薄色
#dcd6d9, うすうめねず, 薄梅鼠
#d4acad, うすがき, 薄柿
#edd3a1, うすき, 浅黄
#df7163, うすきひ, 浅緋
#d4dcda, うすくもねず, 薄雲鼠
#5383c3, うすぐんじょう, 薄群青
#f0cfa0, うすこう, 薄香
#f3bf88, うすこう, 淡香
#e597b2, うすこうばい, 薄紅梅
#fdeff2, うすざくら, 薄桜
#a3a3a2, うすずみいろ, 薄墨色
#fde8d0, うすたまごいろ, 薄卵色
#adadad, うすにび, 薄鈍
#9790a4, うすねず, 薄鼠
#698aab, うすはないろ, 薄花色
#5a79ba, うすはなざくら, 薄花桜
#507ea4, うすはなだ, 薄縹
#c0a2c7, うすぶどう, 薄葡萄
#f0908d, うすべに, 薄紅
#69b076, うすみどり, 薄緑
#93ca76, うすもえぎ, 淡萌黄
#badcad, うすもえぎ, 薄萌葱
#9d896c, うつぶしいろ, 空五倍子色
#f7fcfe, うのはないろ, 卯の花色
#b48a76, うめぞめ, 梅染
#c099a0, うめねず, 梅鼠
#aa4c8f, うめむらさき, 梅紫
#c1d8ac, うらはやなぎ, 裏葉柳
#c8c2be, うるみいろ, 潤色
#cd8c5c, えどちゃ, 江戸茶
#928178, えどねず, 江戸鼠
#745399, えどむらさき, 江戸紫
#640125, えびいろ, 葡萄色
#7a4171, えびぞめ, 蒲葡
#773c30, えびちゃ, 海老茶
#6c2c2f, えびちゃ, 葡萄茶
#b94047, えんじ, 臙脂
#ca8269, えんしゅうちゃ, 遠州茶
#ec6d51, えんたんいろ, 鉛丹色
#769164, おいたけいろ, 老竹色
#c39143, おうどいろ, 黄土色
#ee7948, おうに, 黄丹
#f2f2b0, おみなえし, 女郎花
#4c6473, おめしおなんど, 御召御納戸
#43676b, おめしちゃ, 御召茶
#e9e4d4, かいはくしょく, 灰白色
#ed6d3d, かきいろ, 柿色
#9f563a, かきしぶいろ, 柿渋色
#954e2a, かきちゃ, 柿茶
#3e62ad, かきつばたいろ, 杜若色
#c8c2c6, かすみいろ, 霞色
#4d4c61, かちいろ, 褐色
#203744, かちかえし, 褐返
#8a3b00, かっしょく, 褐色
#ebd842, かなりあいろ, 金糸雀色
#cd5e3c, かばいろ, 樺色
#726250, かばちゃいろ, 樺茶色
#a2d7dd, かめのぞき, 瓶覗
#e95464, からくれない, 韓紅
#d0af4c, からしいろ, 芥子色
#180614, からすばいろ, 烏羽色
#8d6449, からちゃ, 枯茶
#783c1d, からちゃ, 唐茶
#f5e56b, かりやすいろ, 刈安色
#e0c38c, かれいろ, 枯色
#e4dc8a, かれくさいろ, 枯草色
#d3cbc6, かれのいろ, 枯野色
#475950, かわいろ, 革色
#c37854, かわらけいろ, 土器色
#f8b862, かんぞういろ, 萱草色
#ec6800, きあか, 黄赤
#ffd900, きいろ, 黄色
#b98c46, きがらちゃ, 黄唐茶
#765c47, きがらちゃ, 黄枯茶
#5654a2, ききょういろ, 桔梗色
#95949a, ききょうねず, 桔梗鼠
#6e7955, きくじん, 麹塵
#ffdb4f, きくちなしいろ, 黄支子色
#d3a243, きくちばいろ, 黄朽葉色
#e17b34, きちゃ, 黄茶
#c38743, きつねいろ, 狐色
#b68d4c, きつるばみ, 黄橡
#fbfaf5, きなりいろ, 生成り色
#dddcd6, きぬねず, 絹鼠
#fef263, きはだいろ, 黄檗色
#b8d200, きみどり, 黄緑
#918754, きみるちゃ, 黄海松茶
#d8a373, きゃらいろ, 伽羅色
#9d5b8b, きょうむらさき, 京紫
#ea5506, きんあか, 金赤
#c85554, ぎんしゅ, 銀朱
#856859, ぎんすすだけ, 銀煤竹
#f39800, きんちゃ, 金茶
#afafb0, ぎんねず, 銀鼠
#7b8d42, くさいろ, 草色
#fbca4d, くちなしいろ, 支子色
#917347, くちばいろ, 朽葉色
#762f07, くりいろ, 栗色
#554738, くりいろ, 涅色
#852e19, くりうめ, 栗梅
#6d3c32, くりかわちゃ, 栗皮茶
#a86f4c, くるみいろ, 胡桃色
#a58f86, くるみぞめ, 胡桃染
#d7003a, くれない, 紅
#2b2b2b, くろ, 黒
#583822, くろちゃ, 黒茶
#544a47, くろつるばみ, 黒橡
#432f2f, くろとび, 黒鳶
#302833, くろべに, 黒紅
#333631, くろみどり, 黒緑
#b79b5b, くわぞめ, 桑染
#956f29, くわちゃ, 桑茶
#55295b, くわのみいろ, 桑の実色
#4c6cb3, ぐんじょういろ, 群青色
#524e4d, けしずみいろ, 消炭色
#594255, けしむらさき, 滅紫
#eaf4fc, げっぱく, 月白
#888084, げんじねず, 源氏鼠
#543f32, けんぽういろ, 憲法色
#241a08, けんぽうくろちゃ, 憲法黒茶
#0f2350, こいあい, 濃藍
#a22041, こいくれない, 濃紅
#4f455c, こいねず, 濃鼠
#efcd9a, こういろ, 香色
#f6ad49, こうじいろ, 柑子色
#ad7d4c, こうぞめ, 香染
#f2a0a1, こうばいいろ, 紅梅色
#2c4f54, こうらいなんど, 高麗納戸
#d66a35, こうろぜん, 黄櫨染
#e6b422, こがね, 黄金
#ae7c58, こがれこう, 焦香
#634950, こきいろ, 濃色
#eb9b6f, こきくちなし, 深支子
#2a4073, こきはなだ, 深縹
#c9171e, こきひ, 深緋
#250d00, こくたん, 黒檀
#7b6c3e, こくぼうしょく, 国防色
#69821b, こけいろ, 苔色
#6f4b3e, こげちゃ, 焦茶
#895b8a, こだいむらさき, 古代紫
#bf783a, こはくいろ, 琥珀色
#716246, こびちゃ, 媚茶
#fffffc, ごふんいろ, 胡粉色
#e49e61, こむぎいろ, 小麦色
#4a488e, こんあい, 紺藍
#223a70, こんいろ, 紺色
#4d5aaf, こんききょう, 紺桔梗
#e6b422, こんじき/きんいろ, 金色
#192f60, こんじょう, 紺青
#44617b, こんねず, 紺鼠
#007bbb, こんぺき, 紺碧
#164a84, こんるり, 紺瑠璃
#fef4f4, さくらいろ, 桜色
#e9dfe5, さくらねず, 桜鼠
#5c9291, さびあさぎ, 錆浅葱
#6c3524, さびいろ, 錆色
#53727d, さびおなんど, 錆御納戸
#a6c8b2, さびせいじ, 錆青磁
#485859, さびてつおなんど, 錆鉄御納戸
#47585c, さびねず, 錆鼠
#f5b1aa, さんごいろ, 珊瑚色
#ee836f, さんごしゅいろ, 珊瑚朱色
#867ba9, しおんいろ, 紫苑色
#ad7e4e, しかんちゃ, 芝翫茶
#2e2930, しこく, 紫黒
#460e44, しこん, 紫紺
#efab93, ししいろ, 宍色
#0d0015, しっこく, 漆黒
#f19072, しののめいろ, 東雲色
#946243, しぶかみいろ, 渋紙色
#752100, しゃくどういろ, 赤銅色
#f7bd8f, しゃれがき, 洒落柿
#eb6101, しゅいろ, 朱色
#e2041b, しょうじょうひ, 猩々緋
#674196, しょうぶいろ, 菖蒲色
#c1e4e9, しらあい, 白藍
#e5e4e6, しらうめねず, 白梅鼠
#ddbb99, しらちゃ, 白茶
#e8ecef, しらはないろ, 白花色
#dbd0e6, しらふじいろ, 白藤色
#ffffff, しろ, 白
#eaedf7, しろすみれいろ, 白菫色
#cbb994, しろつるばみ, 白橡
#dcdddd, しろねず, 白鼠
#f3f3f2, しろねり, 白練
#a22041, しんく, 真紅
#ee827c, じんざもみ, 甚三紅
#59b9c6, しんばしいろ, 新橋色
#9e3d3f, すおう, 蘇芳
#a86965, すおうこう, 蘇芳香
#887f7a, すすいろ, 煤色
#9ea1a3, すずいろ, 錫色
#6f514c, すすたけいろ, 煤竹色
#aa4f37, すずめちゃ, 雀茶
#dcd3b2, すないろ, 砂色
#9fa0a0, すねずみ, 素鼠
#595857, すみ, 墨
#7058a3, すみれいろ, 菫色
#7ebea5, せいじいろ, 青磁色
#bed2c3, せいじねず, 青磁鼠
#478384, せいへき, 青碧
#274a78, せいらん, 青藍
#e5abbe, せきちくいろ, 石竹色
#683f36, せっかっしょく, 赤褐色
#494a41, せんさいちゃ, 千歳茶
#474b42, せんさいちゃ, 仙斎茶
#8c6450, せんちゃいろ, 煎茶色
#f8f4e6, ぞうげいろ, 象牙色
#a16d5d, そうでんからちゃ, 宗伝唐茶
#eae5e3, そしょく, 素色
#d4dcd6, そばきりいろ, 蕎麦切色
#e0815e, そひ, 纁
#ab6953, そほ, 赭
#a0d8ef, そらいろ, 空色
#bb5520, たいしゃ, 代赭
#ee7800, だいだいいろ, 橙色
#fcd575, たまごいろ, 卵色
#f8e58c, たんこう, 淡黄
#9f563a, だんじゅうろうちゃ, 団十郎茶
#ffd900, たんぽぽいろ, 蒲公英色
#92b5a9, ちぐさいろ, 千草色
#bed3ca, ちぐさねず, 千草鼠
#316745, ちとせみどり, 千歳緑
#965042, ちゃいろ, 茶色
#664032, ちゃかっしょく, 茶褐色
#a99e93, ちゃねずみ, 茶鼠
#ffea00, ちゅうき, 中黄
#efcd9a, ちょうじいろ, 丁子色
#ad7d4c, ちょうじぞめ, 丁字染
#b4866b, ちょうじちゃ, 丁子茶
#c97586, ちょうしゅんいろ, 長春色
#bc763c, つちいろ, 土色
#e95295, つつじいろ, 躑躅色
#38a1db, つゆくさいろ, 露草色
#005243, てついろ, 鉄色
#455765, てつおなんど, 鉄御納戸
#281a14, てつぐろ, 鉄黒
#17184b, てつこん, 鉄紺
#eb6238, てりがき, 照柿
#f7c114, とうおう, 藤黄
#eec362, とうもろこしいろ, 玉蜀黍色
#b88884, ときあさぎ, 鴇浅葱
#f4b3c2, ときいろ, 鴇色
#e09e87, ときがらちゃ, ときがら茶
#e4d2d8, ときねず, 鴇鼠
#007b43, ときわいろ, 常磐色
#028760, ときわみどり, 常磐緑
#3b7960, とくさいろ, 木賊色
#f4dda5, とのこいろ, 砥粉色
#9f6f55, とのちゃ, 砺茶
#95483f, とびいろ, 鳶色
#595455, どぶねずみ, 丼鼠
#1c305c, とめこん, 留紺
#fff1cf, とりのこいろ, 鳥の子色
#b0ca71, なえいろ, 苗色
#c85179, なかべに, 中紅
#824880, なすこん, 茄子紺
#a69425, なたねゆいろ, 菜種油色
#cee4ae, なつむしいろ, 夏虫色
#eebbcb, なでしこいろ, 撫子色
#ffec47, なのはないろ, 菜の花色
#94846a, なまかべいろ, 生壁色
#7b7c7d, なまりいろ, 鉛色
#008899, なんどいろ, 納戸色
#e45e32, にいろ, 丹色
#f1bf99, にくいろ, 肉色
#f6bfbc, にじいろ, 虹色
#513743, にせむらさき, 似せ紫
#dd7a56, にっけいいろ, 肉桂色
#727171, にびいろ, 鈍色
#f3f3f3, にゅうはくしょく, 乳白色
#ec6800, にんじんいろ, 人参色
#000b00, ぬればいろ, 濡羽色
#938b4b, ねぎしいろ, 根岸色
#949495, ねずみいろ, 鼠色
#ede4cd, ねりいろ, 練色
#426579, のしめはないろ, 熨斗目花色
#c0c6c9, はいあお, 灰青
#7d7d7d, はいいろ, 灰色
#e8d3c7, はいうめ, 灰梅
#e6eae3, はいきみどり, 灰黄緑
#887938, ばいこうちゃ, 梅幸茶
#e8d3d1, はいざくら, 灰桜
#98623c, はいちゃ, 灰茶
#f8fbf8, はくじ, 白磁
#b77b57, はじいろ, 櫨色
#d9a62e, はじぞめ, 櫨染
#a69abd, はしたいろ, 半色
#bfa46f, はしばみいろ, 榛色
#fce2c4, はだいろ, 肌色
#fddea5, はちみついろ, 蜂蜜色
#95859c, はとばいろ, 鳩羽色
#9e8b8e, はとばねずみ, 鳩羽鼠
#2a83a2, はなあさぎ, 花浅葱
#4d5aaf, はないろ, 花色
#2792c3, はなだいろ, 縹色
#fbd26b, はなばいろ, 花葉色
#00a381, はなろくしょう, 花緑青
#e9546b, ばらいろ, 薔薇色
#d3381c, ひいろ, 緋色
#897858, ひごすすたけ, 肥後煤竹
#38b48b, ひすいいろ, 翡翠色
#abced8, ひそくいろ, 秘色色
#f1bf99, ひといろ, 人色
#fcc800, ひまわりいろ, 向日葵色
#83ccd2, びゃくぐん, 白群
#d6e9ca, びゃくろく, 白緑
#2f5d50, びろうど, 天鵞絨
#d7cf3a, ひわいろ, 鶸色
#965036, ひわだいろ, 檜皮色
#8c8861, ひわちゃ, 鶸茶
#ae7c4f, びわちゃ, 枇杷茶
#82ae46, ひわもえぎ, 鶸萌黄
#433d3c, びんろうじぞめ, 檳榔子染
#97a791, ふかがわねずみ, 深川鼠
#00552e, ふかみどり, 深緑
#493759, ふかむらさき, 深紫
#bbbcde, ふじいろ, 藤色
#5a5359, ふじすすたけ, 藤煤竹
#b28c6e, ふしぞめ, 柴染
#706caa, ふじなんど, 藤納戸
#a6a5c4, ふじねず, 藤鼠
#a59aca, ふじむらさき, 藤紫
#915c8b, ふたあい, 二藍
#522f60, ぶどういろ, 葡萄色
#705b67, ぶどうねずみ, 葡萄鼠
#d9333f, べにあか, 紅赤
#cb8347, べにうこん, 紅鬱金
#a73836, べにえびちゃ, 紅海老茶
#8491c3, べにかけそらいろ, 紅掛空色
#68699b, べにかけはないろ, 紅掛花色
#bb5548, べにかばいろ, 紅樺色
#4d4398, べにききょう, 紅桔梗
#524748, べにけしねずみ, 紅消鼠
#9a493f, べにとび, 紅鳶
#e83929, べにひ, 紅緋
#7b4741, べにひはだ, 紅檜皮
#cca6bf, べにふじいろ, 紅藤色
#8491c3, べにみどり, 紅碧
#b44c97, べにむらさき, 紅紫
#8f2e14, べんがらいろ, 弁柄色
#e7609e, ぼたんいろ, 牡丹色
#d3ccd6, ぼたんねず, 牡丹鼠
#65318e, ほんむらさき, 本紫
#5b7e91, ますはないろ, 舛花色
#ec6d71, まそお, 真朱
#d57c6b, まそほ, 真赭
#c5c56a, まっちゃいろ, 抹茶色
#839b5c, まつばいろ, 松葉色
#8b968d, まめがらちゃ, 豆がら茶
#f08300, みかんいろ, 蜜柑色
#80aba9, みずあさぎ, 水浅葱
#bce2e8, みずいろ, 水色
#e4ab9b, みずがき, 水柿
#3eb370, みどり, 緑
#80989b, みなとねずみ, 湊鼠
#726d40, みるいろ, 海松色
#5a544b, みるちゃ, 海松茶
#3a5b52, むしあお, 虫襖
#ebe1a9, むしぐりいろ, 蒸栗色
#884898, むらさき, 紫
#e7e7eb, むらさきすいしょう, 紫水晶
#5f414b, むらさきとび, 紫鳶
#71686c, むらさきねず, 紫鼠
#aacf53, もえぎ, 萌黄
#006e54, もえぎいろ, 萌葱色
#c7b370, もくらんじき, 木蘭色
#f09199, ももいろ, 桃色
#1f3134, ももしおちゃ, 百入茶
#e198b4, ももはないろ, 桃花色
#a8c97f, やなぎいろ, 柳色
#5b6356, やなぎすすたけ, 柳煤竹
#93b881, やなぎぞめ, 柳染
#a1a46d, やなぎちゃ, 柳茶
#c8d5bb, やなぎねず, 柳鼠
#767c6b, やまばといろ, 山鳩色
#f8b500, やまぶきいろ, 山吹色
#c89932, やまぶきちゃ, 山吹茶
#f9c89b, ゆうおう, 雄黄
#383c3c, ようかんいろ, 羊羹色
#bf794e, らくだいろ, 駱駝色
#6a5d21, りかんちゃ, 璃寛茶
#8f8667, りきゅういろ, 利休色
#b3ada0, りきゅうしろちゃ, 利休白茶
#a59564, りきゅうちゃ, 利休茶
#888e7e, りきゅうねずみ, 利休鼠
#dccb18, りょくおうしょく, 緑黄色
#9079ad, りんどういろ, 竜胆色
#1e50a2, るりいろ, 瑠璃色
#19448e, るりこん, 瑠璃紺
#b55233, れんがいろ, 煉瓦色
#2b2b2b, ろういろ, 蝋色
#47885e, ろくしょういろ, 緑青色
#8c7042, ろこうちゃ, 路考茶
#c3d825, わかくさいろ, 若草色
#68be8d, わかたけいろ, 若竹色
#d8e698, わかないろ, 若菜色
#c7dc68, わかなえいろ, 若苗色
#b9d08b, わかばいろ, 若葉色
#98d98e, わかみどり, 若緑
#bc64a4, わかむらさき, 若紫
#e0ebaf, わかめいろ, 若芽色
#a8bf93, わさびいろ, 山葵色
#89c3eb, わすれなぐさいろ, 勿忘草色
#192f60, アイアンブルー
#a3d6cc, アイスグリーン
#578a3d, アイビーグリーン
#666c67, アイビーグレイ/アイビーグレー
#f8f4e6, アイボリー
#c7a5cc, アイリス
#88bfbf, アクアグリーン
#67b5b7, アクアマリン
#d83473, アザレ
#dbebc4, アスパラガスグリーン
#9fa09e, アッシュグレイ/アッシュグレー
#b5b5ae, アッシュブロンド
#e6bfab, アッシュローズ
#a7d28d, アップルグリーン
#f7b977, アプリコット
#c1ab05, アンティックゴールド
#54917f, アンティークグリーン
#c2894b, アンバー
#fff9f5, アンバーホワイト
#e6bfb2, アンバーローズ
#ffdc00, イエロー
#c4972f, イエローオーカー
#003f8e, インクブルー
#043c78, インディゴ
#d3d6dd, ウィステリアミスト
#8d93c8, ウイスタリア
#a5c9c1, ウォーターグリーン
#434da2, ウルトラマリン
#4753a2, ウルトラマリンブルー
#eee7e0, エクリュ
#f6e5cc, エクルベージュ
#0073a8, エジプシャンブルー
#00984f, エバーグリーン
#00a968, エメラルドグリーン
#9f9f98, エレファントスキン
#eae1cf, オイスター
#eae8e1, オイスターホワイト
#ba8b40, オーカー
#d9aacd, オーキッド
#bcc7d7, オーキッドグレイ/オーキッドグレー
#af0082, オーキッドパープル
#da81b2, オーキッドピンク
#d3d3d8, オーキッドミスト
#e3adc1, オールドオーキッド
#b0778c, オールドライラック
#e29399, オールドローズ
#bee0ce, オパールグリーン
#bfbec5, オパールグレイ/オパールグレー
#e95388, オペラ
#26499d, オリエンタルブルー
#72640c, オリーブ
#5f6527, オリーブグリーン
#665a1a, オリーブドラブ
#ee7800, オレンジ
#c5a05a, カーキ
#942343, ガーネット
#d70035, カーマイン
#387d39, カクタス
#fff462, カナリヤ
#946c45, カフェオレ
#00a3a7, カプリブルー
#da536e, カメリア
#bc611e, キャラメル
#ed6d35, キャロットオレンジ
#d4d9df, クラウド
#7b8d42, グラスグリーン
#594e52, グラファイト
#941f57, クラレット
#e3d7a3, クリーム
#fff3b8, クリームイエロー
#00a960, グリーン
#abb1ad, グリーンフォッグ/グリーンフォグ
#7d7d7d, グレイ/グレー
#56256e, グレープ
#b79fcb, クロッカス
#fcc800, クロムイエロー
#00533f, クロムグリーン
#25b7c0, ケンブリッジブルー
#7b5544, コーヒー
#ef857d, コーラルレッド
#f6ae54, ゴールデンイエロー
#98605e, ココアブラウン
#6e4a55, ココア
#dc6b9a, コスモス
#c82c55, コチニールレッド
#3cb37a, コバルトグリーン
#0068b7, コバルトブルー
#c49a6a, コルク
#f3a68c, サーモンピンク
#418b89, サックスブルー
#e29676, サハラ
#0068b7, サファイアブルー
#fac559, サフランイエロー
#009944, サマーグリーン
#a1d8e2, サマーシャワー
#94adda, サルビアブルー
#ffedab, サンシャインイエロー
#f6b483, サンセット
#c9c9c2, サンドグレイ/サンドグレー
#dcd6d2, サンドベージュ
#00a1e9, シアン
#00ac97, シーグリーン
#fbdac8, シェルピンク
#d04f97, シクラメンピンク
#e8383d, シグナルレッド
#eddc44, シトラス
#618e34, シトロングリーン
#be8f68, シナモン
#d9e367, シャトルーズグリーン
#719bad, シャドウブルー
#e3e548, シャルトルーズイエロー
#edde7b, ジャスミンイエロー
#e9dacb, シャンパン
#ffdc00, ジョンブリアン
#c9caca, シルバー
#afafb0, シルバーグレイ/シルバーグレー
#eeeaec, シルバーピンク
#efefef, シルバーホワイト
#bee0c2, スカイグリーン
#ea5532, スカーレット
#cbd0d3, スカイグレイ/スカイグレー
#a0d8ef, スカイブルー
#736d71, スチールグレイ/スチールグレー
#aaaab0, ストームグレイ/ストームグレー
#898880, ストーングレイ/ストーングレー
#e73562, ストロベリー
#ece093, ストロー
#fafdff, スノーホワイト
#417038, スピナッチグリーン
#9cbb1c, スプリンググリーン
#a4d5bd, スプレイグリーン
#79c06e, スペアミント
#0075c2, スペクトラムブルー
#a4c1d7, スモークブルー
#3c7170, スレートグリーン
#626063, スレートグレイ/スレートグレー
#622d18, セピア
#008db7, セルリアンブルー
#4496d3, ゼニスブルー
#009b9f, ターコイズ
#00947a, ターコイズグリーン
#00afcc, ターコイズブルー
#007199, ダックブルー
#7d7b83, ダブグレイ/ダブフレー
#a50082, ダリアパープル
#bf783e, タン
#eb6ea0, チェリーピンク
#d4dcd3, チャイナクレイ
#ed6d46, チャイニーズレッド
#4e454a, チャコールグレイ/チャコールグレー
#6c3524, チョコレート
#68a9cf, チョークブルー
#47266e, ディープロイヤルパープル
#a3b9e0, デイドリーム
#006a6c, テールグリーン/ティールグリーン/ティール
#bd6856, テラコッタ
#504946, トープ
#e9bc00, トパーズ/トパズ
#ea5549, トマトレッド
#2cb4ad, ナイルブルー
#202f55, ネービーブルー/ネイビーブルー
#fdd35c, ネープルスイエロー
#fce4d6, ネールピンク
#6c2735, バーガンディー
#9b72b0, パープル
#ea553a, バーミリオン
#c9c9c4, パールグレイ/パールグレー
#f7f6f5, パールホワイト
#6f5436, バーントアンバー
#bb5535, バーントシェンナ
#f5ecf4, パウダーピンク
#bccddb, パウダーブルー
#5a4498, バイオレット
#898989, バトルシップグレイ/バトルシップグレー
#e8c59c, バニラ/ヴァニラ
#caac71, バフ
#37a34a, パロットグリーン
#4d4398, パンジー
#e5a323, パンプキン
#00a497, ピーコックグリーン
#009e9f, ピーコックブルー
#fbd8b5, ピーチ
#88b5d3, ピジョンブルー
#ead7a4, ビスケット
#6c9bd2, ヒヤシンス
#7a99cf, ヒヤシンスブルー
#00885a, ビリジアン
#005c42, ビリヤードグリーン
#f5b2b2, ピンク
#e3acae, ピンクアーモンド
#ede4e1, ピンクベージュ
#fef9fb, ピンクホワイト
#e62f8b, ブーゲンビリア
#abb1b5, フォッグ/フォグ
#288c66, フォレストグリーン
#f5b2ac, フラミンゴピンク
#9a0d7c, フランボワーズ
#fad09e, フレッシュ
#8da0b6, フレンチグレイ/フレンチグレー
#e8ece9, フロスティグレイ/フロスティグレー
#bbdbf3, フロスティブルー
#e6eae6, フロスティホワイト
#8f6552, ブラウン
#000000, ブラック
#6c2463, プラム
#0075c2, ブルー
#006eb0, ブルーアシード
#a4a8d4, ブルーラベンダー
#192f60, プルシャンブルー
#ac6b25, ブロンズ
#f2d58a, ブロンド
#eedcb3, ベージュ
#eee9e6, ベージュカメオ
#b4ada9, ベージュグレイ/ベージュグレー
#e8d3ca, ベージュローゼ
#68a4d9, ヘブンリーブルー
#9079b6, ヘリオトロープ
#a2c2e6, ベイビーブルー
#fdede4, ベビーピンク
#bbe2f1, ベビーブルー
#00ac9a, ペパーミントグリーン
#006948, ホーリーグリーン
#004d25, ボトルグリーン
#ea5550, ポピーレッド
#82cddd, ホライズンブルー
#a1d8e6, ホリゾンブルー
#6c272d, ボルドー
#ffffff, ホワイト
#f0f6da, ホワイトリリー
#c0c5c2, マーブルグレイ/マーブルグレー
#e4007f, マゼンタ
#00608d, マドンナブルー
#6b3f31, マホガニー
#009854, マラカイトグリーン
#006888, マリンブルー
#f39800, マリーゴールド
#6a1917, マルーン
#f3981d, マンダリンオレンジ
#b4aeb1, ミスト
#001e43, ミッドナイトブルー
#fff462, ミモザ
#fffff9, ミルキーホワイト
#89c997, ミントグリーン
#d4d9dc, ムーングレイ/ムーングレー
#65ab31, メドウグリーン
#e0de94, メロンイエロー
#915da3, モーブ
#777e41, モスグリーン
#7e837f, モスグレイ/モスグレー
#409ecc, ヨットブルー
#b2cbe4, ライトブルー
#eaeea2, ライムイエロー
#e6eb94, ライムグリーン
#fff799, ライムライト
#d1bada, ライラック
#841a75, ラズベリー
#9f166a, ラズベリーレッド
#cab8d9, ラベンダー
#f7f6fb, ラベンダーアイス
#bcbace, ラベンダーグレイ/ラベンダーグレー
#a688bd, ラベンダーモーブ
#24140e, ランプブラック
#e0b5d3, リラ
#d4d9d6, リードグレイ/リードグレー
#9fc24d, リーフグリーン
#c70067, ルビー
#e73562, ルビーレッド
#6b395f, レーズン
#ffe9a9, レグホーン
#d1de4c, レタスグリーン
#ea5550, レッド
#fff352, レモンイエロー
#7f1184, ロイヤルパープル
#866629, ローアンバー
#e17b34, ローシェンナ
#e95464, ローズ
#9d8e87, ローズグレイ/ローズグレー
#e6afcf, ローズタンドル
#e6c0c0, ローズダスト
#e5c1cd, ローズドラジェ
#f19ca7, ローズピンク
#debecc, ローズミスト
#ea618e, ローズレッド
#de82a7, ロータスピンク
#b33e5c, ワインレッド